mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.8,"77 km NW of Karluk, Alaska",1620412768060,1621546034884,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215uc7ao5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215uc7ao5&format=geojson,,,,,automatic,0,50,ak,0215uc7ao5,",ak0215uc7ao5,",",ak,",",origin,",,,1.16,,ml,earthquake,"M 1.8 - 77 km NW of Karluk, Alaska"
0.17,"17km ESE of Anza, CA",1620412735010,1620427859268,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39644311,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39644311&format=geojson,,,,,reviewed,0,0,ci,39644311,",ci39644311,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.05713,0.09,128.0,ml,earthquake,"M 0.2 - 17km ESE of Anza, CA"
0.3,"15km ESE of Anza, CA",1620412502590,1620414065719,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39644303,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39644303&format=geojson,,,,,reviewed,0,1,ci,39644303,",ci39644303,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.05619,0.13,64.0,ml,earthquake,"M 0.3 - 15km ESE of Anza, CA"
0.7,"20km E of Little Lake, CA",1620412114010,1620413803167,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39644295,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39644295&format=geojson,,,,,reviewed,0,8,ci,39644295,",ci39644295,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.05171,0.08,76.0,ml,earthquake,"M 0.7 - 20km E of Little Lake, CA"
2.13,"36km WSW of Stovepipe Wells, CA",1620411231910,1620413490087,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39644279,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39644279&format=geojson,,,,,reviewed,0,70,ci,39644279,",ci39644279,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.2068,0.17,62.0,ml,earthquake,"M 2.1 - 36km WSW of Stovepipe Wells, CA"
0.95,"13km SE of Tehachapi, CA",1620410900200,1620427345201,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39644271,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39644271&format=geojson,,,,,reviewed,0,14,ci,39644271,",ci39644271,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.06496,0.15,77.0,ml,quarry blast,"M 1.0 Quarry Blast - 13km SE of Tehachapi, CA"
1.75,"6km N of Pinnacles, CA",1620410694580,1620905954313,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73559545,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73559545&format=geojson,,,,,reviewed,0,47,nc,73559545,",nc73559545,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.03861,0.08,131.0,md,earthquake,"M 1.8 - 6km N of Pinnacles, CA"
1.92,"6km W of Cobb, CA",1620410636700,1620948494636,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73559535,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73559535&format=geojson,1.0,2.0,,,reviewed,0,57,nc,73559535,",nc73559535,",",nc,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",51.0,0.0105,0.06,28.0,md,earthquake,"M 1.9 - 6km W of Cobb, CA"
2.7,"115 km N of Ambler, Alaska",1620410358493,1621546034579,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215ubq4i9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215ubq4i9&format=geojson,,,,,automatic,0,112,ak,0215ubq4i9,",us7000e14i,ak0215ubq4i9,",",us,ak,",",origin,phase-data,",,,0.61,,ml,earthquake,"M 2.7 - 115 km N of Ambler, Alaska"
1.7,"3 km E of Pāhala, Hawaii",1620410109960,1620425201810,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72458852,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72458852&format=geojson,,,,,reviewed,0,44,hv,72458852,",hv72458852,",",hv,",",origin,phase-data,",15.0,,0.11,215.0,md,earthquake,"M 1.7 - 3 km E of Pāhala, Hawaii"
0.88,"14km SSW of Searles Valley, CA",1620410046990,1620413038055,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39644247,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39644247&format=geojson,,,,,reviewed,0,12,ci,39644247,",ci39644247,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.06407,0.17,118.0,ml,earthquake,"M 0.9 - 14km SSW of Searles Valley, CA"
1.61,"15km SSW of Searles Valley, CA",1620409454280,1620412775035,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39644231,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39644231&format=geojson,,,,,reviewed,0,40,ci,39644231,",ci39644231,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",30.0,0.05399,0.14,73.0,ml,earthquake,"M 1.6 - 15km SSW of Searles Valley, CA"
2.2,"34 km WNW of Karluk, Alaska",1620409441844,1621546034306,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215ubmvnk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215ubmvnk&format=geojson,,,,,automatic,0,74,ak,0215ubmvnk,",ak0215ubmvnk,",",ak,",",origin,",,,0.66,,ml,earthquake,"M 2.2 - 34 km WNW of Karluk, Alaska"
2.8,"63 km WNW of Happy Valley, Alaska",1620408974541,1621546034036,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215ubl6w3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215ubl6w3&format=geojson,,,,,automatic,0,121,ak,0215ubl6w3,",ak0215ubl6w3,",",ak,",",origin,",,,0.61,,ml,earthquake,"M 2.8 - 63 km WNW of Happy Valley, Alaska"
1.3,"27 km WNW of Susitna, Alaska",1620408809621,1621546033765,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215ubkkxq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215ubkkxq&format=geojson,,,,,automatic,0,26,ak,0215ubkkxq,",ak0215ubkkxq,",",ak,",",origin,",,,0.52,,ml,earthquake,"M 1.3 - 27 km WNW of Susitna, Alaska"
1.2,"27 km W of Hope, Alaska",1620408718044,1621546033494,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215ubk7oc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215ubk7oc&format=geojson,,,,,automatic,0,22,ak,0215ubk7oc,",ak0215ubk7oc,",",ak,",",origin,",,,0.26,,ml,earthquake,"M 1.2 - 27 km W of Hope, Alaska"
-1.03,"60 km ENE of Pedro Bay, Alaska",1620408531240,1620462785070,,https://earthquake.usgs.gov/earthquakes/eventpage/av91237606,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91237606&format=geojson,,,,,reviewed,0,0,av,91237606,",av91237606,",",av,",",origin,phase-data,",4.0,,0.18,175.0,ml,earthquake,"M -1.0 - 60 km ENE of Pedro Bay, Alaska"
0.86,"1km WNW of The Geysers, CA",1620407343030,1620407438928,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73559525,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73559525&format=geojson,,,,,automatic,0,11,nc,73559525,",nc73559525,",",nc,",",nearby-cities,origin,phase-data,",8.0,0.01006,0.01,124.0,md,earthquake,"M 0.9 - 1km WNW of The Geysers, CA"
0.85,"8km W of Cobb, CA",1620406602990,1620406699422,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73559515,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73559515&format=geojson,,,,,automatic,0,11,nc,73559515,",nc73559515,",",nc,",",nearby-cities,origin,phase-data,",11.0,0.01209,0.02,101.0,md,earthquake,"M 0.9 - 8km W of Cobb, CA"
0.76,"27 km E of Honaunau-Napoopoo, Hawaii",1620406562500,1620415567890,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72458817,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72458817&format=geojson,,,,,reviewed,0,9,hv,72458817,",hv72458817,",",hv,",",origin,phase-data,",8.0,,0.13,127.0,md,earthquake,"M 0.8 - 27 km E of Honaunau-Napoopoo, Hawaii"
0.29,"9km E of Ridgecrest, CA",1620406500350,1620425254349,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37323988,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37323988&format=geojson,,,,,reviewed,0,1,ci,37323988,",ci37323988,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.1015,0.06,190.0,ml,earthquake,"M 0.3 - 9km E of Ridgecrest, CA"
0.29,"8km E of Ridgecrest, CA",1620406486170,1620424436630,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39644183,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39644183&format=geojson,,,,,reviewed,0,1,ci,39644183,",ci39644183,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.1125,0.09,205.0,ml,earthquake,"M 0.3 - 8km E of Ridgecrest, CA"
1.79,"5 km ESE of Pāhala, Hawaii",1620406240130,1620406570020,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72458812,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72458812&format=geojson,,,,,automatic,0,49,hv,72458812,",hv72458812,",",hv,",",origin,phase-data,",25.0,,0.119999997,202.0,ml,earthquake,"M 1.8 - 5 km ESE of Pāhala, Hawaii"
1.0,"50 km WSW of Cantwell, Alaska",1620405847121,1621546033190,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215ub1gg7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215ub1gg7&format=geojson,,,,,automatic,0,15,ak,0215ub1gg7,",ak0215ub1gg7,",",ak,",",origin,",,,0.35,,ml,earthquake,"M 1.0 - 50 km WSW of Cantwell, Alaska"
1.18,"8km WNW of Cobb, CA",1620405755770,1620408194748,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73559510,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73559510&format=geojson,,,,,automatic,0,21,nc,73559510,",nc73559510,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.01558,0.05,122.0,md,earthquake,"M 1.2 - 8km WNW of Cobb, CA"
1.3,"21km E of Little Lake, CA",1620405540020,1620412186060,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39644167,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39644167&format=geojson,,,,,reviewed,0,26,ci,39644167,",ci39644167,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",22.0,0.03628,0.12,52.0,ml,earthquake,"M 1.3 - 21km E of Little Lake, CA"
2.2,"19km SSE of Rio Dell, CA",1620405119070,1620413533994,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73559500,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73559500&format=geojson,,,,,reviewed,0,74,nc,73559500,",nc73559500,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.06041,0.07,60.0,md,earthquake,"M 2.2 - 19km SSE of Rio Dell, CA"
0.05,"20km ESE of Little Lake, CA",1620405079290,1620427221065,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39644159,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39644159&format=geojson,,,,,reviewed,0,0,ci,39644159,",ci39644159,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.07988,0.14,102.0,ml,earthquake,"M 0.1 - 20km ESE of Little Lake, CA"
1.0,"36 km SE of Mina, Nevada",1620404741040,1620428388931,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00806715,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00806715&format=geojson,,,,,reviewed,0,15,nn,00806715,",nn00806715,",",nn,",",origin,phase-data,",17.0,0.062,0.1003,99.68,ml,earthquake,"M 1.0 - 36 km SE of Mina, Nevada"
1.73,"7 km E of Pāhala, Hawaii",1620404732090,1620446270580,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72458792,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72458792&format=geojson,2.0,2.0,,,reviewed,0,46,hv,72458792,",hv72458792,",",hv,",",dyfi,origin,phase-data,",31.0,,0.1,160.0,md,earthquake,"M 1.7 - 7 km E of Pāhala, Hawaii"
4.1,"90 km W of San Antonio de los Cobres, Argentina",1620404390201,1620429290062,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e13x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e13x&format=geojson,1.0,1.0,,,reviewed,0,259,us,7000e13x,",us7000e13x,",",us,",",dyfi,origin,phase-data,",,1.476,0.64,100.0,ml,earthquake,"M 4.1 - 90 km W of San Antonio de los Cobres, Argentina"
1.7,"50 km NNE of Tonopah, Nevada",1620403869274,1620420412659,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00806714,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00806714&format=geojson,,,,,reviewed,0,44,nn,00806714,",nn00806714,",",nn,",",origin,phase-data,",8.0,0.348,0.1473,165.38,ml,earthquake,"M 1.7 - 50 km NNE of Tonopah, Nevada"
1.17,"7km WNW of The Geysers, CA",1620403244380,1620405735277,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73559490,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73559490&format=geojson,,,,,automatic,0,21,nc,73559490,",nc73559490,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.003141,0.03,59.0,md,earthquake,"M 1.2 - 7km WNW of The Geysers, CA"
2.7,"75 km WSW of Cantwell, Alaska",1620403185208,1621546032920,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215uajbic,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215uajbic&format=geojson,,,,,automatic,0,112,ak,0215uajbic,",us7000e13q,ak0215uajbic,",",us,ak,",",origin,phase-data,",,,0.41,,ml,earthquake,"M 2.7 - 75 km WSW of Cantwell, Alaska"
3.4,"261 km ESE of Chiniak, Alaska",1620403093480,1620414095040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e13p,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e13p&format=geojson,,,,,reviewed,0,178,us,7000e13p,",us7000e13p,",",us,",",origin,phase-data,",,2.579,0.26,251.0,ml,earthquake,"M 3.4 - 261 km ESE of Chiniak, Alaska"
0.32,"13km WNW of Anza, CA",1620402857460,1620411804031,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39644143,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39644143&format=geojson,,,,,reviewed,0,2,ci,39644143,",ci39644143,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.03593,0.11,49.0,ml,earthquake,"M 0.3 - 13km WNW of Anza, CA"
1.5,"44 km NW of Toyah, Texas",1620401708800,1620431090561,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2021ixkg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2021ixkg&format=geojson,,,,,reviewed,0,35,tx,2021ixkg,",tx2021ixkg,",",tx,",",origin,phase-data,",16.0,0.08973420792,0.3,52.0,ml,earthquake,"M 1.5 - 44 km NW of Toyah, Texas"
0.8,"103 km S of McCarthy, Alaska",1620401510313,1621546032625,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215uadbvb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215uadbvb&format=geojson,,,,,automatic,0,10,ak,0215uadbvb,",ak0215uadbvb,",",ak,",",origin,",,,0.45,,ml,earthquake,"M 0.8 - 103 km S of McCarthy, Alaska"
1.7,"99 km NNW of Karluk, Alaska",1620401438294,1621546032085,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215uad37a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215uad37a&format=geojson,,,,,automatic,0,44,ak,0215uad37a,",av91026583,ak0215uad37a,",",av,ak,",",origin,phase-data,",,,0.91,,ml,earthquake,"M 1.7 - 99 km NNW of Karluk, Alaska"
1.2,"105 km S of McCarthy, Alaska",1620401437497,1621546032354,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215uad374,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215uad374&format=geojson,,,,,automatic,0,22,ak,0215uad374,",ak0215uad374,",",ak,",",origin,",,,0.95,,ml,earthquake,"M 1.2 - 105 km S of McCarthy, Alaska"
0.35,"6km W of Cobb, CA",1620401364800,1620401459019,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73559485,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73559485&format=geojson,,,,,automatic,0,2,nc,73559485,",nc73559485,",",nc,",",nearby-cities,origin,phase-data,",9.0,0.01526,0.02,78.0,md,earthquake,"M 0.4 - 6km W of Cobb, CA"
1.62,"17 km SSE of Honaunau-Napoopoo, Hawaii",1620401009530,1620696505220,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72458707,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72458707&format=geojson,,,,,reviewed,0,40,hv,72458707,",hv72458707,",",hv,",",origin,phase-data,",48.0,,0.23,115.0,md,earthquake,"M 1.6 - 17 km SSE of Honaunau-Napoopoo, Hawaii"
6.0,west of Macquarie Island,1620400873733,1620487433845,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e13b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e13b&format=geojson,,,0.0,green,reviewed,0,554,us,7000e13b,",usauto7000e13c,pt21127000,at00qsqtbg,us7000e13b,",",usauto,pt,at,us,",",internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",,8.604,0.66,50.0,mww,earthquake,M 6.0 - west of Macquarie Island
1.54,"2 km NW of Alder, Montana",1620400621290,1620401442500,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80501084,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80501084&format=geojson,,,,,reviewed,0,36,mb,80501084,",mb80501084,",",mb,",",origin,phase-data,",9.0,0.127,0.08,79.0,ml,earthquake,"M 1.5 - 2 km NW of Alder, Montana"
1.41,"26km NNW of Searles Valley, CA",1620400445090,1620411114356,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39644095,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39644095&format=geojson,,,,,reviewed,0,31,ci,39644095,",ci39644095,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.07347,0.14,62.0,ml,earthquake,"M 1.4 - 26km NNW of Searles Valley, CA"
4.6,"61 km NNE of Calama, Chile",1620399700670,1620406492793,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e12z,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e12z&format=geojson,1.0,2.0,,,reviewed,0,326,us,7000e12z,",us7000e12z,",",us,",",dyfi,moment-tensor,origin,phase-data,",,0.464,1.21,42.0,mwr,earthquake,"M 4.6 - 61 km NNE of Calama, Chile"
1.3,"56 km W of Adak, Alaska",1620398783970,1620457342470,,https://earthquake.usgs.gov/earthquakes/eventpage/av91026548,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91026548&format=geojson,,,,,reviewed,0,26,av,91026548,",av91026548,",",av,",",origin,phase-data,",6.0,,0.08,160.0,ml,earthquake,"M 1.3 - 56 km W of Adak, Alaska"
0.49,"8km WNW of Cobb, CA",1620398675800,1620758046404,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73559480,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73559480&format=geojson,,,,,reviewed,0,4,nc,73559480,",nc73559480,",",nc,",",nearby-cities,origin,phase-data,",16.0,0.01293,0.03,58.0,md,earthquake,"M 0.5 - 8km WNW of Cobb, CA"
4.4,west of Macquarie Island,1620398633023,1621106064040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e2hd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e2hd&format=geojson,,,,,reviewed,0,298,us,7000e2hd,",us7000e2hd,",",us,",",origin,phase-data,",,8.543,0.99,100.0,mb,earthquake,M 4.4 - west of Macquarie Island
1.6,"66 km ENE of Chase, Alaska",1620398611557,1621546031820,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215u9ufe2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215u9ufe2&format=geojson,,,,,automatic,0,39,ak,0215u9ufe2,",ak0215u9ufe2,",",ak,",",origin,",,,0.63,,ml,earthquake,"M 1.6 - 66 km ENE of Chase, Alaska"
0.77,"16km NE of Alum Rock, CA",1620398038220,1620409108933,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73559470,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73559470&format=geojson,,,,,reviewed,0,9,nc,73559470,",nc73559470,",",nc,",",nearby-cities,origin,phase-data,",15.0,0.03516,0.06,84.0,md,earthquake,"M 0.8 - 16km NE of Alum Rock, CA"
1.88,"56 km W of Adak, Alaska",1620398001380,1620457116730,,https://earthquake.usgs.gov/earthquakes/eventpage/av91026543,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91026543&format=geojson,,,,,reviewed,0,54,av,91026543,",av91026543,",",av,",",origin,phase-data,",6.0,,0.12,178.0,ml,earthquake,"M 1.9 - 56 km W of Adak, Alaska"
2.2,"63 km S of Whites City, New Mexico",1620397984754,1620430603410,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2021ixie,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2021ixie&format=geojson,,,,,reviewed,0,74,tx,2021ixie,",tx2021ixie,",",tx,",",origin,phase-data,",13.0,0.09471331743,0.3,66.0,ml,earthquake,"M 2.2 - 63 km S of Whites City, New Mexico"
2.05,"57 km W of Adak, Alaska",1620397984190,1620456855880,,https://earthquake.usgs.gov/earthquakes/eventpage/av91237481,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91237481&format=geojson,,,,,reviewed,0,65,av,91237481,",av91237481,",",av,",",origin,phase-data,",7.0,,0.15,140.0,ml,earthquake,"M 2.1 - 57 km W of Adak, Alaska"
0.84,"1km NNW of The Geysers, CA",1620397645840,1620397744521,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73559465,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73559465&format=geojson,,,,,automatic,0,11,nc,73559465,",nc73559465,",",nc,",",nearby-cities,origin,phase-data,",16.0,0.0142,0.03,71.0,md,earthquake,"M 0.8 - 1km NNW of The Geysers, CA"
2.72,"1 km E of Pāhala, Hawaii",1620397335290,1620444964500,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72458642,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72458642&format=geojson,,,,,reviewed,0,114,hv,72458642,",us7000e11s,hv72458642,",",us,hv,",",origin,phase-data,",59.0,,0.11,103.0,md,earthquake,"M 2.7 - 1 km E of Pāhala, Hawaii"
2.8,"129 km WSW of Pistol River, Oregon",1620397249482,1620417171040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e11r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e11r&format=geojson,,,,,reviewed,0,121,us,7000e11r,",us7000e11r,",",us,",",origin,phase-data,",,1.543,0.94,249.0,ml,earthquake,"M 2.8 - 129 km WSW of Pistol River, Oregon"
1.43,"7km WNW of The Geysers, CA",1620397193490,1620946936375,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73559455,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73559455&format=geojson,,,,,reviewed,0,31,nc,73559455,",nc73559455,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",42.0,0.002518,0.04,43.0,md,earthquake,"M 1.4 - 7km WNW of The Geysers, CA"
1.06,"7km ESE of Valle Vista, CA",1620396903620,1620410700330,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39644015,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39644015&format=geojson,,,,,reviewed,0,17,ci,39644015,",ci39644015,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",45.0,0.0835,0.15,38.0,ml,earthquake,"M 1.1 - 7km ESE of Valle Vista, CA"
2.8,"20 km ESE of El Indio, Texas",1620396834641,1620418194040,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2021ixhp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2021ixhp&format=geojson,1.0,3.5,,,reviewed,0,121,tx,2021ixhp,",tx2021ixhp,us7000e11p,",",tx,us,",",dyfi,origin,phase-data,",11.0,0.6520341366,0.3,65.0,ml,earthquake,"M 2.8 - 20 km ESE of El Indio, Texas"
0.51,"86 km NNW of Karluk, Alaska",1620396249390,1620461454140,,https://earthquake.usgs.gov/earthquakes/eventpage/av91026578,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91026578&format=geojson,,,,,reviewed,0,4,av,91026578,",av91026578,",",av,",",origin,phase-data,",6.0,,0.23,178.0,ml,earthquake,"M 0.5 - 86 km NNW of Karluk, Alaska"
0.47,"6km NW of The Geysers, CA",1620396244000,1620937874198,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73559445,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73559445&format=geojson,,,,,reviewed,0,3,nc,73559445,",nc73559445,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.008622,0.03,61.0,md,earthquake,"M 0.5 - 6km NW of The Geysers, CA"
4.2,"74 km ENE of Kainantu, Papua New Guinea",1620395960823,1621820656040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e2hc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e2hc&format=geojson,,,,,reviewed,0,271,us,7000e2hc,",us7000e2hc,",",us,",",origin,phase-data,",,10.848,0.67,118.0,mb,earthquake,"M 4.2 - 74 km ENE of Kainantu, Papua New Guinea"
0.21,"15km ESE of Anza, CA",1620395481100,1620411014228,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39643999,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39643999&format=geojson,,,,,reviewed,0,1,ci,39643999,",ci39643999,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.05638,0.15,64.0,ml,earthquake,"M 0.2 - 15km ESE of Anza, CA"
1.06,"3 km NNW of Alder, Montana",1620395438790,1620399544690,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80501069,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80501069&format=geojson,,,,,reviewed,0,17,mb,80501069,",mb80501069,",",mb,",",origin,phase-data,",9.0,0.136,0.07,80.0,ml,earthquake,"M 1.1 - 3 km NNW of Alder, Montana"
1.06,"6km NW of The Geysers, CA",1620395315690,1620395414915,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73559440,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73559440&format=geojson,,,,,automatic,0,17,nc,73559440,",nc73559440,",",nc,",",nearby-cities,origin,phase-data,",12.0,0.01002,0.02,99.0,md,earthquake,"M 1.1 - 6km NW of The Geysers, CA"
